FULL_ID_FACILITIES (COMPOSITION OF: STR + ID_REGION + ID_ASL + ID_FACILITIES + COD_ASSISTANCE_TYPE),ID_FCAILITIES,ID_REGION,ID_ASL,TOWN,ID_TOWN,POSTAL_CODE,FACILITIES_TYPE,ID_ANTI_DRUG_CLINIC,ID_COMMUNITY_CENTER,COMMUNITY_CENTER_TYPE,ID_DIALYSIS_CENTER,ID_DIURNAL_CENTER,DIURNAL_CENTER_TYPE,ID_FAMILY_COUNSELLING,ID_HOSPICE,ID_HOSPITAL,ID_LABORATORY,ID_MENTAL HEALTH CENTER,ID_MULTIPLE_SCLEROSIS_CLINIC,ID_POLYCLINIC,ID_PROVINCE_HEALTHCARE_CENTER,ID_PSYCHIATRIC_RESIDENCE,ID_PUBLIC SOCIAL_SERVICE_COMPANY,ID_THERMAL_BATH,ID_TREATMENT_CENTER,FACILITIES_NAME_ITA,VAT_NUMBER (PARTITA_IVA),WEB_SITE,E_MAIL,ADDRESS,PHONE,FAX,ID_ASSISTANCE_TYPE,ASSISTANCE_TYPE_ITA,ASSISTANCE_TYPE,FACILITIES_RELATION_TYPE (INSIDE NHS -> TICKET VISIT OR OUTSIDE NHS -> FULL PRICE VISIT) SSN: SERVIZIO SANITARIO NAZIONALE -> NHS: National Health System,FACILITIES_RELATION_TYPE _ITA,UNIT_TYPE,UNIT_TYPE_ITA,LATITUDE_POINT,LONGITUDE_POINT,DECIMAL_DEGREE_LATITUDE_POINT,DECIMAL_DEGREE_LONGITUDE_POINT
STR042101030101S01,30101,42,101,BORGO VALSUGANA,22022,38051,HOSPITAL,,,,,,,,,4,,,,,,,,,,PRESIDIO OSPEDALIERO DI BORGO VALSUGANA,1429410226,www.apss.tn.it,ariella.zilli@apss.tn.it,VIALE VICENZA  9,461755217,461755117,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,55.28.00,88.26.00,"46,0568","11,4646"
STR042101030101S02,30101,42,101,BORGO VALSUGANA,22022,38051,HOSPITAL,,,,,,,,,5,,,,,,,,,,PRESIDIO OSPEDALIERO DI BORGO VALSUGANA,1429410226,www.apss.tn.it,ariella.zilli@apss.tn.it,VIALE VICENZA  9,461755217,461755117,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,55.28.00,88.26.00,"46,0568","11,4646"
STR042101030101S03,30101,42,101,BORGO VALSUGANA,22022,38051,HOSPITAL,,,,,,,,,6,,,,,,,,,,PRESIDIO OSPEDALIERO DI BORGO VALSUGANA,1429410226,www.apss.tn.it,ariella.zilli@apss.tn.it,VIALE VICENZA  9,461755217,461755117,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,55.28.00,88.26.00,"46,0568","11,4646"
STR042101040201S01,40201,42,101,PERGINE VALSUGANA,22139,38057,HOSPITAL,,,,,,,,,7,,,,,,,,,,PRESIDIO OSPEDALIERO VILLA ROSA,1429410226,www.apss.tn.it,villarosa@tn.apss.tn.it,VIA SPOLVERINE  84,461501500,461501580,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1133.40.00,4169.07.00,"46,06526","11,249487"
STR042101050101S01,50101,42,101,TRENTO,22205,38122,HOSPITAL,,,,,,,,,8,,,,,,,,,,PRESIDIO OSPEDALIERO S.CHIARA,1429410226,www.apss.tn.it,,LARGO MEDAGLIE D'ORO  1,461903111,461903574,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,55.24.00,33.22.00,"46,0564","11,1342"
STR042101050101S02,50101,42,101,TRENTO,22205,38122,HOSPITAL,,,,,,,,,9,,,,,,,,,,PRESIDIO OSPEDALIERO S.CHIARA,1429410226,www.apss.tn.it,,LARGO MEDAGLIE D'ORO  1,461903111,461903574,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,55.24.00,33.22.00,"46,0564","11,1342"
STR042101050101S03,50101,42,101,TRENTO,22205,38122,HOSPITAL,,,,,,,,,10,,,,,,,,,,PRESIDIO OSPEDALIERO S.CHIARA,1429410226,www.apss.tn.it,,LARGO MEDAGLIE D'ORO  1,461903111,461903574,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,55.24.00,33.22.00,"46,0564","11,1342"
STR042101050201S01,50201,42,101,TRENTO,22205,38122,HOSPITAL,,,,,,,,,11,,,,,,,,,,PRESIDIO OSPEDALIERO VILLA IGEA,1429410226,www.apss.tn.it,,VIA MALTA  16,461903111,,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,56.17.00,32.19.00,"46,0617","11,1279"
STR042101050401S01,50401,42,101,MEZZOLOMBARDO,22117,38017,HOSPITAL,,,,,,,,,12,,,,,,,,,,PRESIDIO OSPEDALIERO S.GIOVANNI,1429410226,www.apss.tn.it,,VIA DEGLI ALPINI  7,461611111,461611239,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,81.27.00,26.58.00,"46,2127","11,0958"
STR042101050501S01,50501,42,101,TRENTO,22205,38122,HOSPITAL,,,,,,,,,13,,,,,,,,,,OSPEDALE  CLASSIFICATO S.CAMILLO,1008231001,www.sancamillo.com,direzione.tn@figliesancamillo.it,VIA GIOVANELLI  19,461216111,461230334,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1137.14.00,2206.22.00,"46,065474","11,131722"
STR042101050501S02,50501,42,101,TRENTO,22205,38122,HOSPITAL,,,,,,,,,14,,,,,,,,,,OSPEDALE  CLASSIFICATO S.CAMILLO,1008231001,www.sancamillo.com,direzione.tn@figliesancamillo.it,VIA GIOVANELLI  19,461216111,461230334,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1137.14.00,2206.22.00,"46,065474","11,131722"
STR042101060201S01,60201,42,101,CLES,22062,38023,HOSPITAL,,,,,,,,,15,,,,,,,,,,PRESIDIO OSPEDALIERO DI CLES,1429410226,www.apss.tn.it,,VIALE DEGASPERI 31,463660705,463660758,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,106.08.00,16.23,"46,3608","11,0323"
STR042101060201S02,60201,42,101,CLES,22062,38023,HOSPITAL,,,,,,,,,16,,,,,,,,,,PRESIDIO OSPEDALIERO DI CLES,1429410226,www.apss.tn.it,,VIALE DEGASPERI 31,463660705,463660758,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,106.08.00,16.23,"46,3608","11,0323"
STR042101060201S03,60201,42,101,CLES,22062,38023,HOSPITAL,,,,,,,,,17,,,,,,,,,,PRESIDIO OSPEDALIERO DI CLES,1429410226,www.apss.tn.it,,VIALE DEGASPERI 31,463660705,463660758,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,106.08.00,16.23,"46,3608","11,0323"
STR042101080101S01,80101,42,101,TIONE DI TRENTO,22199,38079,HOSPITAL,,,,,,,,,18,,,,,,,,,,PRESIDIO OSPEDALIERO TIONE,1429410226,www.apss.tn.it,domenico.gaetano@apss.tn.it,VIA OSPEDALE  11,465331256,465331254,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,52.53.00,130.44.00,"46,0413","10,7244"
STR042101080101S02,80101,42,101,TIONE DI TRENTO,22199,38079,HOSPITAL,,,,,,,,,19,,,,,,,,,,PRESIDIO OSPEDALIERO TIONE,1429410226,www.apss.tn.it,domenico.gaetano@apss.tn.it,VIA OSPEDALE  11,465331256,465331254,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,52.53.00,130.44.00,"46,0413","10,7244"
STR042101080101S03,80101,42,101,TIONE DI TRENTO,22199,38079,HOSPITAL,,,,,,,,,20,,,,,,,,,,PRESIDIO OSPEDALIERO TIONE,1429410226,www.apss.tn.it,domenico.gaetano@apss.tn.it,VIA OSPEDALE  11,465331256,465331254,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,52.53.00,130.44.00,"46,0413","10,7244"
STR042101091201S01,91201,42,101,ARCO,22006,38062,HOSPITAL,,,,,,,,,21,,,,,,,,,,PRESIDIO OSPEDALIERO ARCO,1429410226,www.apss.tn.it,,VIA CAPITELLI  48,464582774,464582270,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,198.12.00,155.41.00,"45,9192","10,8741"
STR042101091201S02,91201,42,101,ARCO,22006,38062,HOSPITAL,,,,,,,,,22,,,,,,,,,,PRESIDIO OSPEDALIERO ARCO,1429410226,www.apss.tn.it,,VIA CAPITELLI  48,464582774,464582270,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,198.12.00,155.41.00,"45,9192","10,8741"
STR042101091201S03,91201,42,101,ARCO,22006,38062,HOSPITAL,,,,,,,,,23,,,,,,,,,,PRESIDIO OSPEDALIERO ARCO,1429410226,www.apss.tn.it,,VIA CAPITELLI  48,464582774,464582270,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,198.12.00,155.41.00,"45,9192","10,8741"
STR042101091301S01,91301,42,101,ARCO,22006,38062,HOSPITAL,,,,,,,,,24,,,,,,,,,,IST.RIAB.S.STEFANO-U.O. OSP. S.PANCRAZIO,251460127,www.ospedalesanpancrazio.it,info@ospedalesanpancrazio.it,VIA DAMIANO CHIESA  2,464586200,464586298,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,15400.04.00,14719.47.00,"45,921304","10,882587"
STR042101100101S01,100101,42,101,ROVERETO,22161,38068,HOSPITAL,,,,,,,,,25,,,,,,,,,,PRESIDIO OSPEDALIERO S.MARIA DEL CARMINE,1429410226,www.apss.tn.it,,CORSO VERONA  4,464403218,464404523,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,191.58.00,17.47,"45,8818","11,0407"
STR042101100101S02,100101,42,101,ROVERETO,22161,38068,HOSPITAL,,,,,,,,,26,,,,,,,,,,PRESIDIO OSPEDALIERO S.MARIA DEL CARMINE,1429410226,www.apss.tn.it,,CORSO VERONA  4,464403218,464404523,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,191.58.00,17.47,"45,8818","11,0407"
STR042101100101S03,100101,42,101,ROVERETO,22161,38068,HOSPITAL,,,,,,,,,27,,,,,,,,,,PRESIDIO OSPEDALIERO S.MARIA DEL CARMINE,1429410226,www.apss.tn.it,,CORSO VERONA  4,464403218,464404523,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,191.58.00,17.47,"45,8818","11,0407"
STR042101100201S01,100201,42,101,ALA,22001,38061,HOSPITAL,,,,,,,,,28,,,,,,,,,,PRESIDIO OSPEDALIERO DI ALA,1429410226,www.apss.tn.it,silvano.zanoni@apss.tn.it,PIAZZA S GIOVANNI XXIII  13,464675856,464675860,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,12647.52.00,24.15.00,"45,756172","11,000795"
STR042101100201S02,100201,42,101,ALA,22001,38061,HOSPITAL,,,,,,,,,29,,,,,,,,,,PRESIDIO OSPEDALIERO DI ALA,1429410226,www.apss.tn.it,silvano.zanoni@apss.tn.it,PIAZZA S GIOVANNI XXIII  13,464675856,464675860,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,12647.52.00,24.15.00,"45,756172","11,000795"
STR042101100201S03,100201,42,101,ALA,22001,38061,HOSPITAL,,,,,,,,,30,,,,,,,,,,PRESIDIO OSPEDALIERO DI ALA,1429410226,www.apss.tn.it,silvano.zanoni@apss.tn.it,PIAZZA S GIOVANNI XXIII  13,464675856,464675860,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,12647.52.00,24.15.00,"45,756172","11,000795"
STR042101051200S03,51200,42,101,TRENTO,22205,38122,LABORATORY,,,,,,,,,,1,,,,,,,,,LABORATORI ADIGE SRL,258400225,www.laboratorioadige.it,laboratorio.adige@tin.it,VIA GAZZOLETTI  12,461220077,461220124,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1251.30.00,2052.05.00,"46,07233","11,122465"
STR042101051300S03,51300,42,101,TRENTO,22205,38122,LABORATORY,,,,,,,,,,2,,,,,,,,,LABORATORIO DRUSO SRL,604710228,,laboratoriodruso@cemargroup.com,VIA LAVISOTTO  121,461231314,461260110,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1117.09.00,2035.07.00,"46,064269","11,121447"
STR042101010102S05,10102,42,101,CAVALESE,22050,38033,MENTAL HEALTH CENTER,,,,,,,,,,,1,,,,,,,,CENTRO SALUTE MENTALE CAVALESE,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA ROMA  4,462242364,462242385,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,529.37.00,7743.26.00,"46,29017","11,463946"
STR042101030402S05,30402,42,101,BORGO VALSUGANA,22022,38051,MENTAL HEALTH CENTER,,,,,,,,,,,2,,,,,,,,CENTRO SALUTE MENTALE BORGO E TONADICO,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIALE VICENZA  9,461755208,461755206,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,55.28.00,88.26.00,"46,0568","11,4646"
STR042101030404S05,30404,42,101,PRIMIERO SAN MARTINO DI CASTROZZA,22245,38054,MENTAL HEALTH CENTER,,,,,,,,,,,3,,,,,,,,CENTRO SALUTE MENTALE BORGO E TONADICO - AMB. TONADICO,1429410226,,psichiatriapergine@apss.tn.it,VIA ROMA  1,439764453,439764454,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,3008.31.00,13869.39.00,"46,177751","11,831519"
STR042101040103S05,40103,42,101,PERGINE VALSUGANA,22139,38057,MENTAL HEALTH CENTER,,,,,,,,,,,4,,,,,,,,CENTRO SALUTE MENTALE PERGINE,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA S  PIETRO  14,461515466,461515291,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,56.33.00,51.49.00,"46,0633","11,2449"
STR042101050402S05,50402,42,101,MEZZOCORONA,22116,38016,MENTAL HEALTH CENTER,,,,,,,,,,,5,,,,,,,,CENTRO SALUTE MENTALE MEZZOCORONA,1429410226,www.apss.tn.it,angelo.mercurio@tn.apss.tn.it,VIA CANE   13,461604396,461607440,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,3635.11.00,2028.06.00,"46,215351","11,121026"
STR042101050802S05,50802,42,101,TRENTO,22205,38122,MENTAL HEALTH CENTER,,,,,,,,,,,6,,,,,,,,CENTRO SALUTE MENTALE TRENTO,1429410226,www.apss.tn.it,francesca.munerati@apss.tn.it,VIA SAN GIOVANNI BOSCO,461902870,461902874,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,1123.54.00,2113.35.00,"46,064674","11,126155"
STR042101060202S05,60202,42,101,CLES,22062,38023,MENTAL HEALTH CENTER,,,,,,,,,,,7,,,,,,,,CENTRO SALUTE MENTALE CLES,1429410226,www.apss.tn.it,luisa.ossana@apss.tn.it,VIALE DEGASPERI  47,463660272,463660129,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,646.36.00,5049.28.00,"46,36036","11,0302308"
STR042101080102S05,80102,42,101,TIONE DI TRENTO,22199,38079,MENTAL HEALTH CENTER,,,,,,,,,,,8,,,,,,,,CENTRO SALUTE MENTALE TIONE,1429410226,,csmtione@apss.tn.it,VIA OSPEDALE  8,465339717,465339715,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,736.25.00,12108.41.00,"46,041425","10,725921"
STR042101091401S05,91401,42,101,ARCO,22006,38062,MENTAL HEALTH CENTER,,,,,,,,,,,9,,,,,,,,CENTRO SALUTE MENTALE ARCO,1429410226,www.apss.tn.it,csm@arc.apss.tn.it,LARGO ARCIDUCA ALBERTO D ASBURGO  1,464582280,464582396,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,15357.43.00,14720.06.00,"45,918763","10,882606"
STR042101100102S05,100102,42,101,ROVERETO,22161,38068,MENTAL HEALTH CENTER,,,,,,,,,,,10,,,,,,,,CENTRO SALUTE MENTALE ROVERETO,1429410226,www.apss.tn.it,alfredo.vivaldelli@apss.tn.it,P ZZALE S MARIA  6,464403531,464433612,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,14768.18.00,711.05.00,"45,883398","11,042005"
STR042101052026S01,52026,42,101,TRENTO,22205,38122,MULTIPLE SCLEROSIS (MS) CLINIC,,,,,,,,,,,,1,,,,,,,"ASSOCIAZIONE TRENTINA SCLEROSI MULTIPLA, ONLUS",96022060220,www.atsm-cfm.org,atsmtn@libero.it,VIA TARAMELLI  8/C,461238111,461238080,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1067.20.00,1960.46.00,"46,06128","11,116986"
STR042101010501S01,10501,42,101,PREDAZZO,22147,38037,POLYCLINIC,,,,,,,,,,,,,1,,,,,,POLIAMBULATORIO DI PREDAZZO,1429410226,www.apss.tn.it,,VIA DEGASPERI  12,462508800,,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,5243.38.00,10003.12.00,"46,311858","11,599532"
STR042101010501S02,10501,42,101,PREDAZZO,22147,38037,POLYCLINIC,,,,,,,,,,,,,2,,,,,,POLIAMBULATORIO DI PREDAZZO,1429410226,www.apss.tn.it,,VIA DEGASPERI  12,462508800,,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,5243.38.00,10003.12.00,"46,311858","11,599532"
STR042101020101S01,20101,42,101,PRIMIERO SAN MARTINO DI CASTROZZA,22245,38054,POLYCLINIC,,,,,,,,,,,,,3,,,,,,POLIAMBULATORIO TONADICO,1429410226,www.apss.tn.it,,VIA ROMA  1,439764444,439764413,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,3008.31.00,13869.39.00,"46,177751","11,831519"
STR042101020101S02,20101,42,101,PRIMIERO SAN MARTINO DI CASTROZZA,22245,38054,POLYCLINIC,,,,,,,,,,,,,4,,,,,,POLIAMBULATORIO TONADICO,1429410226,www.apss.tn.it,,VIA ROMA  1,439764444,439764413,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,3008.31.00,13869.39.00,"46,177751","11,831519"
STR042101040101S01,40101,42,101,PERGINE VALSUGANA,22139,38057,POLYCLINIC,,,,,,,,,,,,,5,,,,,,POLIAMBULATORIO DI PERGINE,1429410226,www.apss.tn.it,marina.lazzeri@apss.tn.it,VIA S PIETRO  2,461515111,461515198,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,56.33.00,51.49.00,"46,0633","11,2449"
STR042101040101S02,40101,42,101,PERGINE VALSUGANA,22139,38057,POLYCLINIC,,,,,,,,,,,,,6,,,,,,POLIAMBULATORIO DI PERGINE,1429410226,www.apss.tn.it,marina.lazzeri@apss.tn.it,VIA S PIETRO  2,461515111,461515198,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,56.33.00,51.49.00,"46,0633","11,2449"
STR042101040101S03,40101,42,101,PERGINE VALSUGANA,22139,38057,POLYCLINIC,,,,,,,,,,,,,7,,,,,,POLIAMBULATORIO DI PERGINE,1429410226,www.apss.tn.it,marina.lazzeri@apss.tn.it,VIA S PIETRO  2,461515111,461515198,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,56.33.00,51.49.00,"46,0633","11,2449"
STR042101040301S01,40301,42,101,LEVICO TERME,22104,38056,POLYCLINIC,,,,,,,,,,,,,8,,,,,,POLIAMBULATORIO DI LEVICO - TN,1429410226,www.apss.tn.it,,VIA SLUCCA DE MATTEONI  10,461727812,461727834,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,205.09.00,5076.54.00,"46,009549","11,303954"
STR042101050103S01,50103,42,101,TRENTO,22205,38122,POLYCLINIC,,,,,,,,,,,,,9,,,,,,POLIAMBULATORI S.CHIARA,1429410226,www.apss.tn.it,,VIA GOCCIADORO  82,461903643,,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,974.40.00,2210.02.00,"46,05572","11,131942"
STR042101051800S02,51800,42,101,TRENTO,22205,38122,POLYCLINIC,,,,,,,,,,,,,10,,,,,,TECNOMED S.R.L.,1261040222,,info@tecnomed-trento.it,VIA PAOLO BORSELLINO  3,461230005,461931338,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,837.24.00,21406.53.00,"46,047484","11,1283753"
STR042101070101S01,70101,42,101,MALÈ,22110,38027,POLYCLINIC,,,,,,,,,,,,,11,,,,,,POLIAMBULATORIO MALE`,1429410226,www.apss.tn.it,,VIA 4 NOVEMBRE  8,463909400,,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,5882.34.00,15177.41.00,"46,350194","10,910061"
